WORK_ID,STATE_ID,STATE_NAME,CONSTITUENCY_ID,CONSTITUENCY,MP_ID,MP_NAME,WORK_CATEGORY,ACTIVITY_NAME,WORK_DESCRIPTION,WORK_STAGE,RECOMMENDED_AMOUNT,SANCTION_AMOUNT,TOTAL_FUND_DISBURSED_AMT,ACTUAL_AMOUNT,PAYMENT_COUNT,UNIQUE_VENDOR_COUNT,FIRST_EXPENDITURE_DATE,LAST_EXPENDITURE_DATE,ACTUAL_END_DATE,STAT_PEER_GROUP,STAT_PEER_COUNT,STAT_PEER_Q1,STAT_PEER_MEDIAN,STAT_PEER_Q3,STAT_PEER_IQR,STAT_LOO_PEER_MEAN_SANCTION,STAT_SANCTION_TO_PEER_MEDIAN,STAT_FINANCIAL_SCORE,STAT_PAYMENT_BEHAVIOR_SCORE,STAT_PAYMENT_SUBSIGNAL_COUNT,STAT_PAYMENT_CORROBORATION_BONUS,STAT_TIMELINE_SCORE,STAT_CATEGORY_COUNT,STAT_DIVERSITY_BONUS,STAT_SCORE,STAT_SEVERITY,STAT_TRIGGER_COUNT,STAT_STRONG_RULE_COUNT,STAT_VERIFICATION_FLAG_COUNT,STAT_CANDIDATE,STAT_FLAGS,STAT_REASONS,STAT_VERIFICATION_NOTES,STAT_SANCTION_ABOVE_PEER_IQR,STAT_SANCTION_EXTREME_PEER_IQR,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN,STAT_PAYMENT_COUNT_OUTLIER,STAT_PAYMENT_COUNT_EXTREME,STAT_VENDOR_COUNT_OUTLIER,STAT_VENDOR_COUNT_EXTREME,STAT_PAYMENT_FREQUENCY_OUTLIER,STAT_PAYMENT_FREQUENCY_EXTREME,STAT_COMPLETION_DURATION_OUTLIER,STAT_COMPLETION_DURATION_EXTREME,STAT_LOW_DATA_COMPLETENESS
189012,21,Maharashtra,265,MUMBAI SOUTH,3019079,Arvind Ganpat Sawant,Normal/Others,NA-Construction of community centers and community halls,Near Maratha hospital E.S Marg Byculla construction of community hall ,Pending for Sanction,2400000.0,2400000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1130262.388219545,2.4,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
221406,21,Maharashtra,265,MUMBAI SOUTH,3019079,Arvind Ganpat Sawant,Normal/Others,NA-Construction of community centers and community halls,construction of community hall at abhilasha co.so. G.D ambekar marg,Pending for Sanction,2500000.0,2500000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1130128.5194109771,2.5,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
221409,21,Maharashtra,265,MUMBAI SOUTH,3019079,Arvind Ganpat Sawant,Normal/Others,NA-Construction of community centers and community halls,construction of community hall at jaam building lalbaugh,Pending for Sanction,2000000.0,2000000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1130797.8634538152,2.0,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
227764,21,Maharashtra,265,MUMBAI SOUTH,3019079,Arvind Ganpat Sawant,Normal/Others,NA-Construction of community centers and community halls,Construction of community hall at bhagwa Mahal navratri utsav mandal Byculla ,Pending for Sanction,2300000.0,2300000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1130396.2570281124,2.3,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
227765,21,Maharashtra,265,MUMBAI SOUTH,3019079,Arvind Ganpat Sawant,Normal/Others,NA-Construction of community centers and community halls,Construction of community hall at Arthur road navratri utsav mandal arthur road Naka sane guruji Marg ,Pending for Sanction,1900000.0,1900000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1130931.7322623827,1.9,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
227766,21,Maharashtra,265,MUMBAI SOUTH,3019079,Arvind Ganpat Sawant,Normal/Others,NA-Construction of community centers and community halls,Construction of community hall at makba chawl navratri utsav mandal S bridge ,Pending for Sanction,2500000.0,2500000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1130128.5194109771,2.5,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
253177,21,Maharashtra,265,MUMBAI SOUTH,3019079,Arvind Ganpat Sawant,Normal/Others,NA-Construction of community centers and community halls,construction of community hall (SHED) at khetwadi 3rd cross lane girgaon mumbai. ,Pending for Sanction,2500000.0,2500000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1130128.5194109771,2.5,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
291184,21,Maharashtra,265,MUMBAI SOUTH,3019079,Arvind Ganpat Sawant,Normal/Others,NA-Construction of community centers and community halls,Construction of community hall at Mukesh Mill compound N.A Sawant Marg Colaba ,Pending for Sanction,2000000.0,2000000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1130797.8634538152,2.0,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
291185,21,Maharashtra,265,MUMBAI SOUTH,3019079,Arvind Ganpat Sawant,Normal/Others,NA-Construction of community centers and community halls,Construction of community hall at ghodapdeo ganesh utsav committee umesh salunkhe Marg ,Pending for Sanction,3000000.0,3000000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1129459.1753681393,3.0,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
291188,21,Maharashtra,265,MUMBAI SOUTH,3019079,Arvind Ganpat Sawant,Normal/Others,NA-Construction of community centers and community halls,Construction of community hall at Sadashiv street cross lane girgaon ,Pending for Sanction,2500000.0,2500000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1130128.5194109771,2.5,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
313743,21,Maharashtra,265,MUMBAI SOUTH,3019079,Arvind Ganpat Sawant,Normal/Others,NA-Construction of community centers and community halls,Construction of community hall at suryakant krida Mandal G.D Ambekar Marg kalachouky ,Pending for Sanction,2200000.0,2200000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1130530.12583668,2.2,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
313744,21,Maharashtra,265,MUMBAI SOUTH,3019079,Arvind Ganpat Sawant,Normal/Others,NA-Construction of community centers and community halls,Construction of community hall at Sankalp-17 co.ho.so. sofiya juber road Nagpada ,Pending for Sanction,1800000.0,1800000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1131065.6010709505,1.8,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
313749,21,Maharashtra,265,MUMBAI SOUTH,3019079,Arvind Ganpat Sawant,Normal/Others,NA-Construction of community centers and community halls,Construction of community hall at Gorakshak shrikrishna Mitra Mandal girgaon ,Pending for Sanction,1800000.0,1800000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1131065.6010709505,1.8,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
313750,21,Maharashtra,265,MUMBAI SOUTH,3019079,Arvind Ganpat Sawant,Normal/Others,NA-Construction of community centers and community halls,Construction of community hall at 2nd Bhatt Wadi girgaon ,Pending for Sanction,2000000.0,2000000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1130797.8634538152,2.0,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
312523,21,Maharashtra,271,MUMBAI SOUTH CENTRAL,3044396,ANIL YESHWANT DESAI,Normal/Others,NA-Construction of footpaths and pedestrian ways,"Laying of sewer lines and paving work at Navkar Apartment, Laxmi Narayan Marg, Matunga, Mumbai.",Pending for Sanction,2600000.0,2600000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of footpaths and pedestrian ways,54,300000.0,500000.0,1000000.0,700000.0,779411.6274509804,5.2,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,0,1,0,0,0,0,0,0,0,0,1
312530,21,Maharashtra,271,MUMBAI SOUTH CENTRAL,3044396,ANIL YESHWANT DESAI,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Ladikaran and concreting work at Shivneri Society, Dharavi, Mumbai-17.",Pending for Sanction,2400000.0,2400000.0,,,,,,,,"Maharashtra | Normal/Others | NA-Construction of roads, link roads, pathways or any other road with or without drainage system",585,700000.0,1000000.0,1000000.0,300000.0,957065.6592082616,2.4,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
312531,21,Maharashtra,271,MUMBAI SOUTH CENTRAL,3044396,ANIL YESHWANT DESAI,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Laying a drainage line and Ladikaran at New Shivneri Mitra Mandal, Mukund Nagar, Dharavi, Mumbai-17.",Pending for Sanction,2500000.0,2500000.0,,,,,,,,"Maharashtra | Normal/Others | NA-Construction of roads, link roads, pathways or any other road with or without drainage system",585,700000.0,1000000.0,1000000.0,300000.0,956893.5421686746,2.5,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
312545,21,Maharashtra,271,MUMBAI SOUTH CENTRAL,3044396,ANIL YESHWANT DESAI,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Concreting of drains and construction of footpaths near Jai Maharashtra Mitra Mandal, Antop Hill.",Pending for Sanction,3500000.0,3500000.0,,,,,,,,"Maharashtra | Normal/Others | NA-Construction of roads, link roads, pathways or any other road with or without drainage system",585,700000.0,1000000.0,1000000.0,300000.0,955172.3717728055,3.5,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
312555,21,Maharashtra,271,MUMBAI SOUTH CENTRAL,3044396,ANIL YESHWANT DESAI,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of drains, footpaths, paving, and seating arrangements at Irani Chawl, Gokhale Road, Dadar (West).",Pending for Sanction,3500000.0,3500000.0,,,,,,,,"Maharashtra | Normal/Others | NA-Construction of roads, link roads, pathways or any other road with or without drainage system",585,700000.0,1000000.0,1000000.0,300000.0,955172.3717728055,3.5,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
312558,21,Maharashtra,271,MUMBAI SOUTH CENTRAL,3044396,ANIL YESHWANT DESAI,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of footpaths, water pipelines, and Ladikaran near Swaraj Cooperative Housing Society, Prabhadevi, Dadar (West).",Pending for Sanction,4000000.0,4000000.0,,,,,,,,"Maharashtra | Normal/Others | NA-Construction of roads, link roads, pathways or any other road with or without drainage system",585,700000.0,1000000.0,1000000.0,300000.0,954311.7865748709,4.0,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
312563,21,Maharashtra,271,MUMBAI SOUTH CENTRAL,3044396,ANIL YESHWANT DESAI,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of drains and footpaths near Nityanand Chawl, Wadala.",Pending for Sanction,3500000.0,3500000.0,,,,,,,,"Maharashtra | Normal/Others | NA-Construction of roads, link roads, pathways or any other road with or without drainage system",585,700000.0,1000000.0,1000000.0,300000.0,955172.3717728055,3.5,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
312583,21,Maharashtra,271,MUMBAI SOUTH CENTRAL,3044396,ANIL YESHWANT DESAI,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of drains and footpaths near Fatima Welfare Society, Wadala.",Pending for Sanction,3500000.0,3500000.0,,,,,,,,"Maharashtra | Normal/Others | NA-Construction of roads, link roads, pathways or any other road with or without drainage system",585,700000.0,1000000.0,1000000.0,300000.0,955172.3717728055,3.5,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
312586,21,Maharashtra,271,MUMBAI SOUTH CENTRAL,3044396,ANIL YESHWANT DESAI,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of drains, footpaths, and Ladikaran at Indira Nagar, near Salt Pan Road, Wadala.",Pending for Sanction,4000000.0,4000000.0,,,,,,,,"Maharashtra | Normal/Others | NA-Construction of roads, link roads, pathways or any other road with or without drainage system",585,700000.0,1000000.0,1000000.0,300000.0,954311.7865748709,4.0,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
312589,21,Maharashtra,271,MUMBAI SOUTH CENTRAL,3044396,ANIL YESHWANT DESAI,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of drains, footpaths, and seating arrangements near Keni Chawl, Wadala.",Pending for Sanction,4000000.0,4000000.0,,,,,,,,"Maharashtra | Normal/Others | NA-Construction of roads, link roads, pathways or any other road with or without drainage system",585,700000.0,1000000.0,1000000.0,300000.0,954311.7865748709,4.0,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
312591,21,Maharashtra,271,MUMBAI SOUTH CENTRAL,3044396,ANIL YESHWANT DESAI,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of drains and footpaths near Shiv Sena Shakha No. 144, Vijay Nagar, Antop Hill.",Pending for Sanction,3500000.0,3500000.0,,,,,,,,"Maharashtra | Normal/Others | NA-Construction of roads, link roads, pathways or any other road with or without drainage system",585,700000.0,1000000.0,1000000.0,300000.0,955172.3717728055,3.5,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
215174,21,Maharashtra,250,NAGPUR,3019087,Nitin Jairam Gadkari,Normal/Others,NA-Construction of community centers and community halls,"Construction of Community hall at Mouza Hajari Pahad Khasra No.89, Plot No.183, 184, nagpur",Pending for Sanction,4000000.0,4000000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1128120.4872824631,4.0,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
252768,21,Maharashtra,250,NAGPUR,3019087,Nitin Jairam Gadkari,Normal/Others,NA-Improvement of electricity distribution infrastructure,"Shifting of existing overhead electrical distribution line to underground system as a saftey measure along with installation of Electrical Poles and Street Lights at Rashtriya Swayamsevak Sangh Office, Mahal, Nagpur.",Pending for Sanction,2200000.0,2200000.0,,,,,,,,Maharashtra | Normal/Others | NA-Improvement of electricity distribution infrastructure,18,658000.0,722000.0,823000.0,165000.0,802235.2941176471,3.0470914127423825,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
272134,21,Maharashtra,250,NAGPUR,3019087,Nitin Jairam Gadkari,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of BT road at Shirke Nagar from house of Ramesh Palu to house of Sunil Sayare Prabhag No-4, Nagpur.",Pending for Sanction,2000000.0,2000000.0,,,,,,,,"Maharashtra | Normal/Others | NA-Construction of roads, link roads, pathways or any other road with or without drainage system",585,700000.0,1000000.0,1000000.0,300000.0,957754.1273666093,2.0,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
278980,21,Maharashtra,250,NAGPUR,3019087,Nitin Jairam Gadkari,Normal/Others,NA-Construction of community centers and community halls,"Construction of Sant Tukaram Maharaj community hall at Barde Nagar, Friends Colony, Nagpur.",Pending for Sanction,5000000.0,5000000.0,,,,,,,,Maharashtra | Normal/Others | NA-Construction of community centers and community halls,750,800000.0,1000000.0,1000000.0,200000.0,1126781.7991967872,5.0,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
290051,21,Maharashtra,250,NAGPUR,3019087,Nitin Jairam Gadkari,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of BT road at Mehandibag Colony, Binaki Mangalwari, Nagpur. ",Pending for Sanction,3200000.0,3200000.0,,,,,,,,"Maharashtra | Normal/Others | NA-Construction of roads, link roads, pathways or any other road with or without drainage system",585,700000.0,1000000.0,1000000.0,300000.0,955688.7228915662,3.2,35,0,0,0,0,1,0,35,MEDIUM,3,1,1,1,STAT_SANCTION_ABOVE_PEER_IQR | STAT_SANCTION_EXTREME_PEER_IQR | STAT_LOW_DATA_COMPLETENESS,Sanction amount exceeds the robust 1.5×IQR upper boundary of comparable works. | Sanction amount exceeds the robust 3×IQR upper boundary of comparable works.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,1,1,0,0,0,0,0,0,0,0,0,1
